Concentration,Validity,Verification,AirQualityStationEoICode
16.512761291666664,1.0,3.0,HU0022A
28.480563750000005,1.0,3.0,HU0022A
47.56258958333333,1.0,3.0,HU0022A
57.23576041666667,1.0,3.0,HU0022A
50.516799583333345,1.0,3.0,HU0022A
58.61802666666666,1.0,3.0,HU0022A
49.21451416666665,1.0,3.0,HU0022A
12.836597291666665,1.0,3.0,HU0022A
16.514506083333334,1.0,3.0,HU0022A
24.92368208333333,1.0,3.0,HU0022A
25.043488333333332,1.0,3.0,HU0022A
50.9313525,1.0,3.0,HU0022A
73.15552000000001,1.0,3.0,HU0022A
46.02229249999999,1.0,3.0,HU0022A
41.40960913043478,1.0,3.0,HU0022A
33.63799666666666,1.0,3.0,HU0022A
21.385301739130437,1.0,3.0,HU0022A
25.996231249999997,1.0,3.0,HU0022A
40.65669217391304,1.0,3.0,HU0022A
44.99630124999999,1.0,3.0,HU0022A
32.150191666666665,1.0,3.0,HU0022A
34.65236583333333,1.0,3.0,HU0022A
46.31191041666667,1.0,3.0,HU0022A
54.67775875,1.0,3.0,HU0022A
51.29641,1.0,3.0,HU0022A
54.179546249999994,1.0,3.0,HU0022A
34.337379999999996,1.0,3.0,HU0022A
23.115650833333337,1.0,3.0,HU0022A
30.109837916666663,1.0,3.0,HU0022A
38.53973041666667,1.0,3.0,HU0022A
22.553199583333328,1.0,3.0,HU0022A
22.891492916666664,1.0,3.0,HU0022A
31.888949583333332,1.0,3.0,HU0022A
38.93608869565217,1.0,3.0,HU0022A
30.933680416666675,1.0,3.0,HU0022A
41.669370416666666,1.0,3.0,HU0022A
19.40755508333333,1.0,3.0,HU0022A
22.729171250000004,1.0,3.0,HU0022A
25.05848708333333,1.0,3.0,HU0022A
26.73935416666666,1.0,3.0,HU0022A
40.03039190476189,1.0,3.0,HU0022A
48.96112708333333,1.0,3.0,HU0022A
21.01325625,1.0,3.0,HU0022A
33.95245125,1.0,3.0,HU0022A
29.83107666666667,1.0,3.0,HU0022A
23.115446666666667,1.0,3.0,HU0022A
13.669481249999999,1.0,3.0,HU0022A
17.11928241666666,1.0,3.0,HU0022A
12.691950249999998,1.0,3.0,HU0022A
12.941023541666665,1.0,3.0,HU0022A
12.296879291666665,1.0,3.0,HU0022A
19.330392083333336,1.0,3.0,HU0022A
14.297142500000001,1.0,3.0,HU0022A
16.56752826086957,1.0,3.0,HU0022A
29.496873750000002,1.0,3.0,HU0022A
24.818131333333337,1.0,3.0,HU0022A
22.98750625,1.0,3.0,HU0022A
30.34752,1.0,3.0,HU0022A
21.804039999999997,1.0,3.0,HU0022A
19.736142499999996,1.0,3.0,HU0022A
21.65681041666667,1.0,3.0,HU0022A
19.031236625,1.0,3.0,HU0022A
22.046963333333334,1.0,3.0,HU0022A
27.420678749999997,1.0,3.0,HU0022A
27.846552272727273,1.0,3.0,HU0022A
37.352410666666664,1.0,3.0,HU0022A
27.134436249999997,1.0,3.0,HU0022A
23.079669545454543,1.0,3.0,HU0022A
17.088520416666665,1.0,3.0,HU0022A
19.413986624999996,1.0,3.0,HU0022A
18.675224166666663,1.0,3.0,HU0022A
10.737790541666667,1.0,3.0,HU0022A
10.460912130434783,1.0,3.0,HU0022A
12.387991125,1.0,3.0,HU0022A
20.950879166666667,1.0,3.0,HU0022A
19.9832475,1.0,3.0,HU0022A
16.360032083333333,1.0,3.0,HU0022A
11.808103166666664,1.0,3.0,HU0022A
12.433702041666669,1.0,3.0,HU0022A
18.871096666666666,1.0,3.0,HU0022A
20.18711516666666,1.0,3.0,HU0022A
22.268942083333332,1.0,3.0,HU0022A
19.416225416666663,1.0,3.0,HU0022A
14.695968208333332,1.0,3.0,HU0022A
22.24422041666666,1.0,3.0,HU0022A
20.024086916666672,1.0,3.0,HU0022A
19.73684916666667,1.0,3.0,HU0022A
13.308418416666667,1.0,3.0,HU0022A
19.595690833333332,1.0,3.0,HU0022A
21.486761666666666,1.0,3.0,HU0022A
24.521806249999997,1.0,3.0,HU0022A
30.127339166666673,1.0,3.0,HU0022A
21.425645833333334,1.0,3.0,HU0022A
15.832935375,1.0,3.0,HU0022A
17.545694375,1.0,3.0,HU0022A
18.356619583333334,1.0,3.0,HU0022A
15.520579666666663,1.0,3.0,HU0022A
10.493115499999998,1.0,3.0,HU0022A
9.126591416666665,1.0,3.0,HU0022A
14.203287708333333,1.0,3.0,HU0022A
19.270843166666666,1.0,3.0,HU0022A
19.022327541666666,1.0,3.0,HU0022A
23.099381250000004,1.0,3.0,HU0022A
30.390644166666664,1.0,3.0,HU0022A
22.36790958333334,1.0,3.0,HU0022A
33.45993791666667,1.0,3.0,HU0022A
31.22676791666666,1.0,3.0,HU0022A
12.374197173913041,1.0,3.0,HU0022A
25.80554125,1.0,3.0,HU0022A
31.34983291666668,1.0,3.0,HU0022A
23.82689166666667,1.0,3.0,HU0022A
16.335509166666668,1.0,3.0,HU0022A
14.683515875,1.0,3.0,HU0022A
23.48470083333334,1.0,3.0,HU0022A
14.96480379166667,1.0,3.0,HU0022A
16.925981363636364,1.0,3.0,HU0022A
22.27866958333333,1.0,3.0,HU0022A
31.51758583333334,1.0,3.0,HU0022A
37.030142083333324,1.0,3.0,HU0022A
14.057636416666663,1.0,3.0,HU0022A
12.649432083333336,1.0,3.0,HU0022A
15.049384916666668,1.0,3.0,HU0022A
20.33161791666667,1.0,3.0,HU0022A
24.91713916666667,1.0,3.0,HU0022A
14.195635625000001,1.0,3.0,HU0022A
8.729967347826088,1.0,3.0,HU0022A
13.868760291666662,1.0,3.0,HU0022A
16.332570708333332,1.0,3.0,HU0022A
26.43000458333334,1.0,3.0,HU0022A
23.456859583333337,1.0,3.0,HU0022A
25.846834583333337,1.0,3.0,HU0022A
26.066685000000003,1.0,3.0,HU0022A
18.592949500000007,1.0,3.0,HU0022A
19.13882979166667,1.0,3.0,HU0022A
20.735882500000002,1.0,3.0,HU0022A
20.52316958333333,1.0,3.0,HU0022A
23.407015,1.0,3.0,HU0022A
25.431565833333334,1.0,3.0,HU0022A
27.42805875,1.0,3.0,HU0022A
22.314599583333337,1.0,3.0,HU0022A
16.410044625,1.0,3.0,HU0022A
24.327468749999998,1.0,3.0,HU0022A
25.032789666666662,1.0,3.0,HU0022A
20.349415833333335,1.0,3.0,HU0022A
22.979776666666663,1.0,3.0,HU0022A
35.2275325,1.0,3.0,HU0022A
35.537562916666666,1.0,3.0,HU0022A
37.94974913043479,1.0,3.0,HU0022A
33.24604874999999,1.0,3.0,HU0022A
25.708594583333337,1.0,3.0,HU0022A
21.49918291666667,1.0,3.0,HU0022A
28.29494874999999,1.0,3.0,HU0022A
30.483188749999993,1.0,3.0,HU0022A
32.04135625,1.0,3.0,HU0022A
19.9008425,1.0,3.0,HU0022A
22.607837083333333,1.0,3.0,HU0022A
19.354160086956526,1.0,3.0,HU0022A
15.709975458333332,1.0,3.0,HU0022A
18.21507958333333,1.0,3.0,HU0022A
22.158955875000004,1.0,3.0,HU0022A
23.566206666666663,1.0,3.0,HU0022A
19.843488249999996,1.0,3.0,HU0022A
14.823477124999998,1.0,3.0,HU0022A
14.658509416666666,1.0,3.0,HU0022A
26.376427500000002,1.0,3.0,HU0022A
21.92742416666667,1.0,3.0,HU0022A
23.087710416666667,1.0,3.0,HU0022A
33.236325416666666,1.0,3.0,HU0022A
33.83662958333334,1.0,3.0,HU0022A
19.698413874999996,1.0,3.0,HU0022A
9.562461999999998,1.0,3.0,HU0022A
7.482595166666665,1.0,3.0,HU0022A
17.58858695833333,1.0,3.0,HU0022A
17.660756249999995,1.0,3.0,HU0022A
21.807689916666664,1.0,3.0,HU0022A
23.09413583333333,1.0,3.0,HU0022A
17.860016833333333,1.0,3.0,HU0022A
19.353170000000002,1.0,3.0,HU0022A
28.17052375,1.0,3.0,HU0022A
36.33077541666667,1.0,3.0,HU0022A
27.44512625,1.0,3.0,HU0022A
29.00492875,1.0,3.0,HU0022A
34.550162,1.0,3.0,HU0022A
32.404005000000005,1.0,3.0,HU0022A
35.63435041666667,1.0,3.0,HU0022A
42.128940416666666,1.0,3.0,HU0022A
54.41217916666667,1.0,3.0,HU0022A
24.918838750000003,1.0,3.0,HU0022A
21.577801958333335,1.0,3.0,HU0022A
31.194694999999996,1.0,3.0,HU0022A
40.11244666666666,1.0,3.0,HU0022A
42.58647347826087,1.0,3.0,HU0022A
48.88587916666666,1.0,3.0,HU0022A
34.193277083333335,1.0,3.0,HU0022A
29.522501666666667,1.0,3.0,HU0022A
9.31692854166667,1.0,3.0,HU0022A
6.640403,1.0,3.0,HU0022A
12.973880958333332,1.0,3.0,HU0022A
15.843784541666665,1.0,3.0,HU0022A
15.869772625000001,1.0,3.0,HU0022A
19.911519999999996,1.0,3.0,HU0022A
25.196718333333337,1.0,3.0,HU0022A
25.50938833333333,1.0,3.0,HU0022A
25.584429000000004,1.0,3.0,HU0022A
17.479833761904768,1.0,3.0,HU0022A
19.632471666666667,1.0,3.0,HU0022A
21.53314416666667,1.0,3.0,HU0022A
14.641729666666668,1.0,3.0,HU0022A
23.98737791666667,1.0,3.0,HU0022A
24.757852200000006,1.0,3.0,HU0022A
19.400819833333337,1.0,3.0,HU0022A
9.358505,1.0,3.0,HU0022A
4.772989541666667,1.0,3.0,HU0022A
12.649771208333334,1.0,3.0,HU0022A
22.930080333333322,1.0,3.0,HU0022A
12.414798583333335,1.0,3.0,HU0022A
13.903867875000003,1.0,3.0,HU0022A
12.937687125000002,1.0,3.0,HU0022A
33.079924999999996,1.0,3.0,HU0022A
21.469546958333336,1.0,3.0,HU0022A
19.960853958333335,1.0,3.0,HU0022A
41.27450166666666,1.0,3.0,HU0022A
46.58764708333333,1.0,3.0,HU0022A
52.58629249999999,1.0,3.0,HU0022A
35.16213291666667,1.0,3.0,HU0022A
24.160257333333334,1.0,3.0,HU0022A
35.89158041666666,1.0,3.0,HU0022A
42.426860416666656,1.0,3.0,HU0022A
45.57006708333335,1.0,3.0,HU0022A
16.011331523809524,1.0,3.0,HU0022A
11.462522875,1.0,3.0,HU0022A
24.726219458333333,1.0,3.0,HU0022A
38.81558833333333,1.0,3.0,HU0022A
52.91700842105264,1.0,3.0,HU0022A
26.011861249999995,1.0,3.0,HU0022A
17.523275125,1.0,3.0,HU0022A
33.168220000000005,1.0,3.0,HU0022A
48.11592666666667,1.0,3.0,HU0022A
52.30949583333334,1.0,3.0,HU0022A
62.17816416666667,1.0,3.0,HU0022A
47.27908791666666,1.0,3.0,HU0022A
29.546690416666664,1.0,3.0,HU0022A
20.51205008333334,1.0,3.0,HU0022A
31.788626666666673,1.0,3.0,HU0022A
38.92763833333334,1.0,3.0,HU0022A
34.682887916666665,1.0,3.0,HU0022A
48.424712916666685,1.0,3.0,HU0022A
42.512965,1.0,3.0,HU0022A
53.84278041666665,1.0,3.0,HU0022A
32.636257500000006,1.0,3.0,HU0022A
24.532280416666666,1.0,3.0,HU0022A
20.306774736842108,1.0,3.0,HU0022A
44.50084666666667,1.0,3.0,HU0022A
46.95651125,1.0,3.0,HU0022A
40.72149416666668,1.0,3.0,HU0022A
34.01123458333333,1.0,3.0,HU0022A
54.57562541666667,1.0,3.0,HU0022A
48.639054166666675,1.0,3.0,HU0022A
31.5705025,1.0,3.0,HU0022A
30.924737499999992,1.0,3.0,HU0022A
37.75187458333334,1.0,3.0,HU0022A
35.91189583333334,1.0,3.0,HU0022A
37.250158333333324,1.0,3.0,HU0022A
25.6545375,1.0,3.0,HU0022A
26.931094166666664,1.0,3.0,HU0022A
35.74972333333333,1.0,3.0,HU0022A
17.481117333333334,1.0,3.0,HU0022A
11.469646208333335,1.0,3.0,HU0022A
11.858875666666668,1.0,3.0,HU0022A
17.425211708333336,1.0,3.0,HU0022A
16.329966791666667,1.0,3.0,HU0022A
21.328190833333334,1.0,3.0,HU0022A
17.758493833333333,1.0,3.0,HU0022A
23.309492499999994,1.0,3.0,HU0022A
26.25944291666667,1.0,3.0,HU0022A
20.692961833333335,1.0,3.0,HU0022A
25.077100526315792,1.0,3.0,HU0022A
46.16432,1.0,3.0,HU0022A
28.72536583333333,1.0,3.0,HU0022A
26.834051666666657,1.0,3.0,HU0022A
26.819716666666665,1.0,3.0,HU0022A
35.166295,1.0,3.0,HU0022A
36.739438695652176,1.0,3.0,HU0022A
41.83146,1.0,3.0,HU0022A
28.582080000000005,1.0,3.0,HU0022A
12.989062374999998,1.0,3.0,HU0022A
12.57780333333333,1.0,3.0,HU0022A
21.48593166666667,1.0,3.0,HU0022A
21.846954999999994,1.0,3.0,HU0022A
11.419000541666664,1.0,3.0,HU0022A
21.4834575,1.0,3.0,HU0022A
40.357724000000005,1.0,3.0,HU0022A
33.05499041666666,1.0,3.0,HU0022A
27.047267499999993,1.0,3.0,HU0022A
19.669852083333335,1.0,3.0,HU0022A
26.706644999999998,1.0,3.0,HU0022A
25.521713333333334,1.0,3.0,HU0022A
27.019677500000004,1.0,3.0,HU0022A
25.352323708333326,1.0,3.0,HU0022A
48.14198458333333,1.0,3.0,HU0022A
43.286823749999996,1.0,3.0,HU0022A
44.17182791666667,1.0,3.0,HU0022A
50.16883208333332,1.0,3.0,HU0022A
61.54905291666666,1.0,3.0,HU0022A
32.37264405882353,1.0,3.0,HU0022A
,,,HU0022A
,,,HU0022A
,,,HU0022A
,,,HU0022A
,,,HU0022A
48.09541,1.0,3.0,HU0022A
,,,HU0022A
15.555243333333335,1.0,3.0,HU0022A
18.522388499999998,1.0,3.0,HU0022A
19.19994416666667,1.0,3.0,HU0022A
22.78093541666666,1.0,3.0,HU0022A
11.766155375000002,1.0,3.0,HU0022A
19.60824630434783,1.0,3.0,HU0022A
20.025438750000003,1.0,3.0,HU0022A
32.76039958333333,1.0,3.0,HU0022A
25.566562083333334,1.0,3.0,HU0022A
14.242594208333335,1.0,3.0,HU0022A
22.586109583333336,1.0,3.0,HU0022A
38.477653749999995,1.0,3.0,HU0022A
43.506720416666674,1.0,3.0,HU0022A
37.749715,1.0,3.0,HU0022A
15.112256,1.0,3.0,HU0022A
31.79484875,1.0,3.0,HU0022A
31.634512083333338,1.0,3.0,HU0022A
25.308186666666668,1.0,3.0,HU0022A
22.385399583333335,1.0,3.0,HU0022A
24.559169166666667,1.0,3.0,HU0022A
24.639280833333334,1.0,3.0,HU0022A
46.12525041666667,1.0,3.0,HU0022A
22.19345625,1.0,3.0,HU0022A
22.614100833333335,1.0,3.0,HU0022A
19.89012041666667,1.0,3.0,HU0022A
13.833652647058823,1.0,3.0,HU0022A
25.6698882173913,1.0,3.0,HU0022A
11.027196499999999,1.0,3.0,HU0022A
16.27433082352941,1.0,3.0,HU0022A
66.14228545454544,1.0,3.0,HU0022A
,,,HU0022A
,,,HU0022A
41.88783529411765,1.0,3.0,HU0022A
56.022044583333326,1.0,3.0,HU0022A
68.04481625,1.0,3.0,HU0022A
85.17924833333333,1.0,3.0,HU0022A
92.20135,1.0,3.0,HU0022A
41.044578291666674,1.0,3.0,HU0022A
16.494096625,1.0,3.0,HU0022A
25.684077500000004,1.0,3.0,HU0022A
36.235065,1.0,3.0,HU0022A
52.12103208333334,1.0,3.0,HU0022A
59.421314583333334,1.0,3.0,HU0022A
43.31224083333333,1.0,3.0,HU0022A
15.862049166666667,1.0,3.0,HU0022A
35.289337499999995,1.0,3.0,HU0022A
40.36737333333333,1.0,3.0,HU0022A
24.233290000000007,1.0,3.0,HU0022A
31.876404583333326,1.0,3.0,HU0022A
34.705152083333346,1.0,3.0,HU0022A
25.357808041666676,1.0,3.0,HU0022A
12.065071652173915,1.0,3.0,HU0022A
15.000139541666663,1.0,3.0,HU0022A
7.633310791666666,1.0,3.0,HU0022A
16.330303708333332,1.0,3.0,HU0022A
11.69508845833333,1.0,3.0,HU0022A
17.277587916666665,1.0,3.0,HU0022A
15.332853125,1.0,3.0,HU0022A
26.170169583333333,1.0,3.0,HU0022A
13.616523434782605,1.0,3.0,HU0022A
15.859443249999998,1.0,3.0,HU0022A
24.22191583333333,1.0,3.0,HU0022A
18.34933333333333,1.0,3.0,HU0022A
42.75969833333334,1.0,3.0,HU0022A
61.39757125,1.0,3.0,HU0022A
44.71207749999999,1.0,3.0,HU0022A
13.395589652173914,1.0,3.0,HU0022A
32.29799583333334,1.0,3.0,HU0022A
30.281583749999996,1.0,3.0,HU0022A
28.856629166666668,1.0,3.0,HU0022A
33.92209749999999,1.0,3.0,HU0022A
28.68679489583333,1.0,3.0,HU0030A
63.07382979166667,1.0,3.0,HU0030A
57.58053166666667,1.0,3.0,HU0030A
49.49462385416667,1.0,3.0,HU0030A
11.296029141666663,1.0,3.0,HU0030A
47.09215295416667,1.0,3.0,HU0030A
78.00009479166667,1.0,3.0,HU0030A
79.274439375,1.0,3.0,HU0030A
77.38510114583333,1.0,3.0,HU0030A
65.64492583333333,1.0,3.0,HU0030A
44.94218020833333,1.0,3.0,HU0030A
29.958556145833327,1.0,3.0,HU0030A
31.485327083333342,1.0,3.0,HU0030A
36.83401208333333,1.0,3.0,HU0030A
43.90254708333333,1.0,3.0,HU0030A
49.75378645833333,1.0,3.0,HU0030A
27.7526603125,1.0,3.0,HU0030A
30.637969166666664,1.0,3.0,HU0030A
23.619097187500003,1.0,3.0,HU0030A
44.71188364583333,1.0,3.0,HU0030A
57.56766729166666,1.0,3.0,HU0030A
60.81463729166666,1.0,3.0,HU0030A
46.63258468749999,1.0,3.0,HU0030A
77.34624854166667,1.0,3.0,HU0030A
68.10052125,1.0,3.0,HU0030A
66.13841374999998,1.0,3.0,HU0030A
45.37973229166667,1.0,3.0,HU0030A
36.56860464166667,1.0,3.0,HU0030A
23.04585765,1.0,3.0,HU0030A
36.742974933333336,1.0,3.0,HU0030A
22.865489837499993,1.0,3.0,HU0030A
7.557260212500001,1.0,3.0,HU0030A
10.340002220833334,1.0,3.0,HU0030A
21.2373152625,1.0,3.0,HU0030A
16.611780900000003,1.0,3.0,HU0030A
7.980914166666667,1.0,3.0,HU0030A
10.976232195833335,1.0,3.0,HU0030A
15.301123187500002,1.0,3.0,HU0030A
18.952655629166667,1.0,3.0,HU0030A
44.520369791666674,1.0,3.0,HU0030A
13.3580035125,1.0,3.0,HU0030A
22.485806954166662,1.0,3.0,HU0030A
25.250497262500005,1.0,3.0,HU0030A
29.02219389166667,1.0,3.0,HU0030A
28.376926470833336,1.0,3.0,HU0030A
29.212041329166667,1.0,3.0,HU0030A
36.161338854166665,1.0,3.0,HU0030A
50.51032197916666,1.0,3.0,HU0030A
23.99089934583333,1.0,3.0,HU0030A
38.214535304166674,1.0,3.0,HU0030A
21.82621586666667,1.0,3.0,HU0030A
37.397863412499994,1.0,3.0,HU0030A
23.128459012500002,1.0,3.0,HU0030A
26.1358647125,1.0,3.0,HU0030A
27.172461695833334,1.0,3.0,HU0030A
44.14806791666667,1.0,3.0,HU0030A
18.93122937916667,1.0,3.0,HU0030A
17.50421515416667,1.0,3.0,HU0030A
9.49311688333333,1.0,3.0,HU0030A
17.067476766666665,1.0,3.0,HU0030A
15.379585216666664,1.0,3.0,HU0030A
18.41251297083333,1.0,3.0,HU0030A
16.861905745833337,1.0,3.0,HU0030A
18.200398929166667,1.0,3.0,HU0030A
28.16714945,1.0,3.0,HU0030A
32.23768625,1.0,3.0,HU0030A
14.796824270833334,1.0,3.0,HU0030A
22.246040387500003,1.0,3.0,HU0030A
44.351085416666656,1.0,3.0,HU0030A
45.177786229166664,1.0,3.0,HU0030A
40.62754145833333,1.0,3.0,HU0030A
37.46154010416667,1.0,3.0,HU0030A
23.40991177083333,1.0,3.0,HU0030A
10.625559029166666,1.0,3.0,HU0030A
12.2818048875,1.0,3.0,HU0030A
31.594208749999996,1.0,3.0,HU0030A
49.78434135416666,1.0,3.0,HU0030A
50.078466666666664,1.0,3.0,HU0030A
48.84763697916667,1.0,3.0,HU0030A
48.57038666666667,1.0,3.0,HU0030A
34.27769848333333,1.0,3.0,HU0030A
12.319969375,1.0,3.0,HU0030A
18.88964800416667,1.0,3.0,HU0030A
15.812326124999998,1.0,3.0,HU0030A
16.50737823333333,1.0,3.0,HU0030A
47.666410312500005,1.0,3.0,HU0030A
136.20717695652175,1.0,3.0,HU0030A
69.6528715625,1.0,3.0,HU0030A
47.69014968749999,1.0,3.0,HU0030A
19.108689270833334,1.0,3.0,HU0030A
18.015043645833334,1.0,3.0,HU0030A
24.14938739583334,1.0,3.0,HU0030A
36.54094584583334,1.0,3.0,HU0030A
43.45602583333332,1.0,3.0,HU0030A
30.090172499999998,1.0,3.0,HU0030A
27.051635729166673,1.0,3.0,HU0030A
43.62777645833333,1.0,3.0,HU0030A
30.894867500000004,1.0,3.0,HU0030A
42.20575062500001,1.0,3.0,HU0030A
48.656285729166655,1.0,3.0,HU0030A
30.58279622083333,1.0,3.0,HU0030A
19.627667783333337,1.0,3.0,HU0030A
18.88703625,1.0,3.0,HU0030A
26.13086875,1.0,3.0,HU0030A
13.040929329166666,1.0,3.0,HU0030A
16.981814279166667,1.0,3.0,HU0030A
28.2016825,1.0,3.0,HU0030A
21.62570229166667,1.0,3.0,HU0030A
23.651948750000003,1.0,3.0,HU0030A
23.483826991666664,1.0,3.0,HU0030A
19.18276379583333,1.0,3.0,HU0030A
21.16281479583333,1.0,3.0,HU0030A
31.055997083333327,1.0,3.0,HU0030A
29.82061822916667,1.0,3.0,HU0030A
36.76116677083332,1.0,3.0,HU0030A
30.856114166666668,1.0,3.0,HU0030A
15.29017552083333,1.0,3.0,HU0030A
24.573334687499997,1.0,3.0,HU0030A
25.612656354166663,1.0,3.0,HU0030A
14.284522537500001,1.0,3.0,HU0030A
10.825775700000001,1.0,3.0,HU0030A
7.2032256541666655,1.0,3.0,HU0030A
6.646417316666665,1.0,3.0,HU0030A
5.755306491666666,1.0,3.0,HU0030A
10.322840183333332,1.0,3.0,HU0030A
13.983822133333334,1.0,3.0,HU0030A
10.469647137500003,1.0,3.0,HU0030A
10.68935585,1.0,3.0,HU0030A
18.226268141666665,1.0,3.0,HU0030A
13.66798505833333,1.0,3.0,HU0030A
11.361750020833336,1.0,3.0,HU0030A
19.3320159375,1.0,3.0,HU0030A
6.744496170833333,1.0,3.0,HU0030A
16.38759285,1.0,3.0,HU0030A
15.184387737499998,1.0,3.0,HU0030A
16.985399725000004,1.0,3.0,HU0030A
15.168842604166668,1.0,3.0,HU0030A
13.144478420833336,1.0,3.0,HU0030A
18.016841041666666,1.0,3.0,HU0030A
20.875218541666662,1.0,3.0,HU0030A
17.366993720833335,1.0,3.0,HU0030A
9.509890091666666,1.0,3.0,HU0030A
7.176029479166666,1.0,3.0,HU0030A
5.880309391666667,1.0,3.0,HU0030A
3.680200554166666,1.0,3.0,HU0030A
5.639839016666667,1.0,3.0,HU0030A
7.512948349999999,1.0,3.0,HU0030A
11.950552424999998,1.0,3.0,HU0030A
12.1963231625,1.0,3.0,HU0030A
10.598470475,1.0,3.0,HU0030A
7.134419754166667,1.0,3.0,HU0030A
2.8274007500000002,1.0,3.0,HU0030A
6.418305212500002,1.0,3.0,HU0030A
9.007669370833334,1.0,3.0,HU0030A
3.2410886666666663,1.0,3.0,HU0030A
3.251585575,1.0,3.0,HU0030A
2.683875795833334,1.0,3.0,HU0030A
2.0262154291666663,1.0,3.0,HU0030A
8.441237912499998,1.0,3.0,HU0030A
10.810026741666668,1.0,3.0,HU0030A
14.180697312500001,1.0,3.0,HU0030A
10.114278275000002,1.0,3.0,HU0030A
11.057025066666666,1.0,3.0,HU0030A
8.480235758333333,1.0,3.0,HU0030A
10.409106537500001,1.0,3.0,HU0030A
11.762690312499998,1.0,3.0,HU0030A
10.569376754166667,1.0,3.0,HU0030A
12.410439004166667,1.0,3.0,HU0030A
24.932918958333328,1.0,3.0,HU0030A
15.575565925000001,1.0,3.0,HU0030A
10.448284649999998,1.0,3.0,HU0030A
6.303482995833332,1.0,3.0,HU0030A
3.987693529166666,1.0,3.0,HU0030A
12.359131808333336,1.0,3.0,HU0030A
14.596222429166666,1.0,3.0,HU0030A
8.35206699,1.0,3.0,HU0030A
,,,HU0030A
,,,HU0030A
,,,HU0030A
,,,HU0030A
,,,HU0030A
,,,HU0030A
,,,HU0030A
,,,HU0030A
11.275768592857144,1.0,3.0,HU0030A
12.423111908333333,1.0,3.0,HU0030A
10.062845308333333,1.0,3.0,HU0030A
19.562229999999996,1.0,3.0,HU0030A
13.040563708333332,1.0,3.0,HU0030A
16.157099991666666,1.0,3.0,HU0030A
23.777116145833336,1.0,3.0,HU0030A
25.08240166666667,1.0,3.0,HU0030A
26.41166729166666,1.0,3.0,HU0030A
7.0609346875000005,1.0,3.0,HU0030A
